批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0010,10010,北京化工大学,北京,公办,20,00600,工科试验班(生物与医药)(生物工程、生物医学工程、制药工程),(高校专项计划),1,04,物理,A,化学,四年,5000,"(特控线上录取)(不招色盲色弱、单色识别异常考生)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0010_5_20
3,普通类本科批,0010,10010,北京化工大学,北京,公办,21,00600,工科试验班(高端装备与智能制造)(机械设计制造及其自动化、过程装备与控制工程、机器人工程),,13,04,物理,A,化学,四年,5000,,1_3_0010_5_21
3,普通类本科批,0010,10010,北京化工大学,北京,公办,23,00600,工科试验班(智能信息类)(电子信息工程、人工智能),,7,04,物理,A,化学,四年,5000,,1_3_0010_5_23
3,普通类本科批,0010,10010,北京化工大学,北京,公办,24,080901,计算机科学与技术,,5,04,物理,A,化学,四年,5000,,1_3_0010_5_24
3,普通类本科批,0010,10010,北京化工大学,北京,公办,25,0808,自动化类(自动化、测控技术与仪器),,7,04,物理,A,化学,四年,5000,,1_3_0010_5_25
3,普通类本科批,0010,10010,北京化工大学,北京,公办,26,00700,理科试验班(大数据与智能管理)(信息管理与信息系统、大数据管理与应用),,2,04,物理,A,化学,四年,5000,,1_3_0010_5_26
3,普通类本科批,0010,10010,北京化工大学,北京,公办,27,00700,理科试验班(数学统计类)(应用统计学、数学与应用数学、信息与计算科学),,5,04,物理,A,化学,四年,5000,,1_3_0010_5_27
3,普通类本科批,0010,10010,北京化工大学,北京,公办,28,00700,理科试验班(物理电科类)(电子科学与技术、应用物理学),,5,04,物理,A,化学,四年,5000,,1_3_0010_5_28
3,普通类本科批,0010,10010,北京化工大学,北京,公办,35,083001H,生物工程(中外合作办学)(中美双学位、生物过程工程),,2,04,物理,A,化学,四年,70000,"(高收费专业,不招色盲色弱、单色识别异常考生)",1_3_0010_5_35
3,普通类本科批,0010,10010,北京化工大学,北京,公办,36,080205H,工业设计(中外合作办学)(中意设计双学位),,5,04,物理,A,化学,四年,70000,(高收费专业),1_3_0010_5_36
3,普通类本科批,0010,10010,北京化工大学,北京,公办,37,0813H,化工与制药类(中外合作办学)(中法精英工程教育试验班)[化学工程与工艺(中外合作办学)、高分子材料与工程(中外合作办学)、生物工程(中外合作办学)],,2,04,物理,A,化学,四年,60000,"(高收费专业,不招色盲色弱、单色识别异常考生)",1_3_0010_5_37
3,普通类本科批,0010,10010,北京化工大学,北京,公办,AB,00700,理科试验班(绿色化学)(应用化学、能源化学、资源化学),(高校专项计划),1,04,物理,A,化学,四年,5000,"(特控线上录取)(不招色盲色弱、单色识别异常考生)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0010_5_AB
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,01,0809,计算机类(元班)(计算机科学与技术、网络空间安全、具身智能),,7,04,物理,A,化学,四年,5500,"(未来学院“元班”实验班。一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_01
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,02,0807,电子信息类(元班)(通信工程、电子科学与技术、低空技术与工程),,8,04,物理,A,化学,四年,5500,"(未来学院“元班”实验班。一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_02
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,03,080703,通信工程(大类招生),,21,04,物理,A,化学,四年,5500,"(包含:通信工程、电子信息工程、空间信息与数字技术专业。一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_03
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,04,0807,电子信息类(电子科学与技术、电子信息科学与技术、光电信息科学与工程、集成电路设计与集成系统),,15,04,物理,A,化学,四年,5500,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_04
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,05,0809,计算机类(计算机科学与技术、网络工程、数据科学与大数据技术),,16,04,物理,A,化学,四年,5500,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_05
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,07,080902,软件工程,,8,04,物理,A,化学,四年,5500,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。后两年学费为16000元/年。本专业部分课程采用英语授课,建议非英语考生慎重报考)",1_3_0013_5_07
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,08,080911,网络空间安全(大类招生),,9,04,物理,A,化学,四年,5500,[包含:网络空间安全、信息安全、密码科学与技术(AI安全与密码班)专业。办学地点在沙河校区],1_3_0013_5_08
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,09,080717,人工智能(大类招生),,11,04,物理,A,化学,四年,5500,"(包含:信息工程、人工智能专业。一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)",1_3_0013_5_09
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0C,120108,大数据管理与应用(AI双学位),(高校专项计划),2,04,物理,K,无限制,四年,5000,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0013_5_0C
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0N,00700,理科试验班(物理与电子)[应用物理学、应用物理学(电子双学位)],(高校专项计划),2,04,物理,A,化学,四年,5500,"(办学地点在沙河校区)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0013_5_0N
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0R,080715H,电信工程及管理(中外合作办学),,13,04,物理,A,化学,四年,100000,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。本专业部分课程采用英语授课,建议非英语考生慎重报考)",1_3_0013_5_0R
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0S,080905H,物联网工程(中外合作办学),,9,04,物理,A,化学,四年,100000,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。本专业部分课程采用英语授课,建议非英语考生慎重报考)",1_3_0013_5_0S
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0T,080701H,电子信息工程(中外合作办学),,5,04,物理,A,化学,四年,100000,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。本专业部分课程采用英语授课,建议非英语考生慎重报考)",1_3_0013_5_0T
3,普通类本科批,0013,10013,北京邮电大学,北京,公办,0U,080907H,智能科学与技术(中外合作办学),,5,04,物理,A,化学,四年,100000,"(一年级在沙河校区,二、三、四年级将根据学校规划安排在沙河校区或西土城路校区。本专业部分课程采用英语授课,建议非英语考生慎重报考)",1_3_0013_5_0U
3,普通类本科批,0013,10013,北京邮电大学,海南,公办,0V,070102H,信息与计算科学(中外合作办学),,4,04,物理,A,化学,四年,100000,"[四年教学均安排在海南校区(海南省陵水黎安国际教育创新试验区)。本专业部分课程采用英语授课,建议非英语考生慎重报考]",1_3_0013_5_0V
3,普通类本科批,0013,10013,北京邮电大学,海南,公办,0W,080906H,数字媒体技术(中外合作办学),,4,04,物理,A,化学,四年,100000,"[四年教学均安排在海南校区(海南省陵水黎安国际教育创新试验区)。本专业部分课程采用英语授课,建议非英语考生慎重报考]",1_3_0013_5_0W
3,普通类本科批,0013,10013,北京邮电大学,海南,公办,0X,140007H,智能医学工程(中外合作办学),,5,04,物理,A,化学,四年,100000,"[四年教学均安排在海南校区(海南省陵水黎安国际教育创新试验区)。本专业部分课程采用英语授课,建议非英语考生慎重报考]",1_3_0013_5_0X
3,普通类本科批,0019,10019,中国农业大学,北京,公办,01,0070,理科试验班类(生命科学)(生物科学类、农学、种子科学与工程、园艺、植物保护、动物医学类、动物科学、草业科学、环境科学与工程类、食品科学与工程类、化学类),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_01
3,普通类本科批,0019,10019,中国农业大学,北京,公办,02,00700,理科试验班(信息科学)(电子信息类、计算机类、农业工程类、机械类、水利类、数学与应用数学、工程力学、地理科学类),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_02
3,普通类本科批,0019,10019,中国农业大学,北京,公办,03,00700,理科试验班(智能装备)(电子信息类、计算机类、农业工程类、机械类、水利类、环境工程),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_03
3,普通类本科批,0019,10019,中国农业大学,北京,公办,04,090101,农学,,3,04,物理,A,化学,四年,3000,(包含农学、种子科学与工程两个专业方向),1_3_0019_5_04
3,普通类本科批,0019,10019,中国农业大学,北京,公办,05,090102,园艺,,3,04,物理,A,化学,四年,3000,,1_3_0019_5_05
3,普通类本科批,0019,10019,中国农业大学,北京,公办,07,090103,植物保护,,3,04,物理,A,化学,四年,3000,,1_3_0019_5_07
3,普通类本科批,0019,10019,中国农业大学,北京,公办,08,0710,生物科学类(生物科学、生物技术),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_08
3,普通类本科批,0019,10019,中国农业大学,北京,公办,09,0825,环境科学与工程类(应用气象学、生态学、资源环境科学、环境工程),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_09
3,普通类本科批,0019,10019,中国农业大学,北京,公办,11,090301,动物科学,,2,04,物理,A,化学,四年,3000,,1_3_0019_5_11
3,普通类本科批,0019,10019,中国农业大学,北京,公办,12,0904,动物医学类(动物医学、中兽医学、兽医公共卫生),,3,04,物理,A,化学,五年,3000,,1_3_0019_5_12
3,普通类本科批,0019,10019,中国农业大学,北京,公办,13,0827,食品科学与工程类(食品科学与工程、食品质量与安全、葡萄与葡萄酒工程、食品营养与健康),,5,04,物理,A,化学,四年,5000,,1_3_0019_5_13
3,普通类本科批,0019,10019,中国农业大学,北京,公办,14,0823,农业工程类(农业工程、农业机械化及其自动化、农业智能装备工程),,3,04,物理,A,化学,四年,5000,,1_3_0019_5_14
3,普通类本科批,0019,10019,中国农业大学,北京,公办,15,0802,机械类(机械设计制造及其自动化、车辆工程、工业设计、机械电子工程),,6,04,物理,A,化学,四年,5000,,1_3_0019_5_15
3,普通类本科批,0019,10019,中国农业大学,北京,公办,16,0807,电子信息类(电子信息工程、通信工程、电气工程及其自动化、人工智能),,5,04,物理,A,化学,四年,5000,,1_3_0019_5_16
3,普通类本科批,0019,10019,中国农业大学,北京,公办,17,0809,计算机类(计算机科学与技术、数据科学与大数据技术),,4,04,物理,A,化学,四年,5000,,1_3_0019_5_17
3,普通类本科批,0019,10019,中国农业大学,北京,公办,18,0811,水利类(农业水利工程、水利水电工程、能源与动力工程、农业建筑环境与能源工程),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_18
3,普通类本科批,0019,10019,中国农业大学,北京,公办,19,0703,化学类(化学、应用化学),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_19
3,普通类本科批,0019,10019,中国农业大学,北京,公办,20,070101,数学与应用数学,,3,04,物理,A,化学,四年,5000,,1_3_0019_5_20
3,普通类本科批,0019,10019,中国农业大学,北京,公办,29,0705,地理科学类(地理信息科学、土地资源管理),,2,04,物理,A,化学,四年,5000,,1_3_0019_5_29
3,普通类本科批,0019,10019,中国农业大学,北京,公办,30,020401H,国际经济与贸易(中外合作办学),,3,04,物理,K,无限制,四年,待定,"[国内学习一年级10万元/(生/年),二年级起12.98万元/(生/年),2026年学费按每生每年26～34学分学时量核算。出国学习由合作院校按留学生标准收取学费。学生可选择在中国农大学习4年,也可自愿申请第三年赴美国科罗拉多大学(丹佛)交流1-2年,非强制。详情请向学校咨询]",1_3_0019_5_30
